_id;LOTERIA;SORTEO;FECHA;NOMBRE_PREMIO;NUMERO;SERIE
29;2;2216;2/01/2014;PREMIO SECO DE $ 5 MILLONES;8739;56
30;2;2216;2/01/2014;PREMIO SECO DE $ 5 MILLONES;6922;79
31;2;2216;2/01/2014;PREMIO SECO DE $ 5 MILLONES;2521;93
32;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;7104;54
33;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;1027;174
34;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;7861;58
35;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;1676;39
36;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;9507;97
37;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;4265;157
38;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;3919;187
39;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;5099;111
40;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;7032;95
41;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;8415;79
42;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;7431;116
43;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;1627;26
44;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;3416;110
45;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;3115;192
46;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;4949;98
47;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;9645;69
48;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;5278;126
49;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;386;170
50;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;6629;98
51;2;2216;2/01/2014;PREMIO SECO DE $ 3 MILLONES;998;168
52;2;2217;9/01/2014;PREMIO MAYOR DE $2.800 MILLONES;1069;153
53;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;9339;55
54;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;563;189
55;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;6135;17
56;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;8829;123
57;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;4808;6
58;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;4702;68
59;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;8311;48
60;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;3144;170
61;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;7768;178
62;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;654;104
63;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;5532;125
64;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;9605;166
65;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;2941;88
66;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;3573;157
67;2;2217;9/01/2014;PREMIO SECO $10 MILLONES;5887;74
68;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;6614;25
69;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;3544;54
70;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;9336;190
71;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;7915;127
72;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;1164;47
73;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;4146;82
74;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;7043;30
75;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;4230;66
76;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;3845;71
77;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;5213;42
78;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;141;191
79;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;4169;7
80;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;9687;195
81;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;9515;173
82;2;2217;9/01/2014;PREMIO SECO DE $ 5 MILLONES;4912;72
83;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;8946;108
84;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;1834;41
85;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;5358;101
86;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;9094;133
87;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;2350;165
88;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;1487;90
89;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;6282;165
90;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;6167;157
91;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;5695;104
92;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;9628;98
93;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;1948;129
94;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;8160;114
95;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;4090;68
96;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;2928;41
97;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;4550;72
98;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;4281;116
99;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;9941;120
100;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;9739;26
101;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;9168;137
102;2;2217;9/01/2014;PREMIO SECO DE $ 3 MILLONES;4630;101
103;2;2218;16/01/2014;PREMIO MAYOR DE $2.800 MILLONES;1901;161
104;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;938;121
105;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;1333;70
106;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;8875;28
107;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;9744;166
108;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;7533;35
109;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;7246;199
110;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;704;170
111;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;8690;143
112;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;3858;72
113;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;8911;177
114;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;5559;160
115;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;7354;48
116;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;1901;81
117;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;2986;139
118;2;2218;16/01/2014;PREMIO SECO $10 MILLONES;9771;181
119;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;2154;177
120;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;3022;136
121;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;4544;198
122;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;3107;157
123;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;9674;63
124;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;4900;27
125;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;143;152
126;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;3287;73
127;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;9794;38
128;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;2257;70
129;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;5405;186
130;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;1251;36
131;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;2536;62
132;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;7866;90
133;2;2218;16/01/2014;PREMIO SECO DE $ 5 MILLONES;3264;143
134;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;3839;66
135;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;5755;103
136;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;4623;103
137;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;2805;121
138;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;7449;14
139;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;1270;182
140;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;5231;102
141;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;275;24
142;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;5725;179
143;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;3070;193
144;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;8050;4
145;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;774;40
146;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;2524;121
147;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;2820;111
148;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;7137;62
149;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;9830;45
150;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;4747;64
151;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;8869;124
152;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;3910;180
153;2;2218;16/01/2014;PREMIO SECO DE $ 3 MILLONES;2437;191
154;2;2219;23/01/2014;PREMIO MAYOR DE $2.800 MILLONES;6227;123
155;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;9318;59
156;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;1651;96
157;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;8155;151
158;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;8889;188
159;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;2518;180
160;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;9591;107
161;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;2357;119
162;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;7741;176
163;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;8209;82
164;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;7055;152
165;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;5078;63
166;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;2849;37
167;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;5080;96
168;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;5194;101
169;2;2219;23/01/2014;PREMIO SECO $10 MILLONES;6360;111
170;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;116;15
171;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;498;7
172;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;6819;136
173;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;9423;179
174;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;9988;58
175;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;2404;81
176;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;5323;18
177;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;1334;20
178;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;3993;153
179;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;3204;37
180;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;5581;89
181;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;3013;193
182;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;1792;126
183;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;9898;179
184;2;2219;23/01/2014;PREMIO SECO DE $ 5 MILLONES;11;185
185;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;4734;100
186;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;5494;118
187;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;956;36
188;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;3241;135
189;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;7481;81
190;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;9151;83
191;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;9667;117
192;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;3916;186
193;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;9084;57
194;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;5126;179
195;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;6709;142
196;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;9196;153
197;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;8865;100
198;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;1960;95
199;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;3626;180
200;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;324;94
201;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;2685;169
202;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;2120;15
203;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;7169;107
204;2;2219;23/01/2014;PREMIO SECO DE $ 3 MILLONES;5046;108
205;2;2220;30/01/2014;PREMIO MAYOR DE $2.800 MILLONES;6987;149
206;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;7973;165
207;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;2308;76
208;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;8384;152
209;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;5023;71
210;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;6419;52
211;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;3809;133
212;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;9984;104
213;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;9345;164
214;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;2762;124
215;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;500;93
216;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;3582;88
217;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;6539;17
218;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;4244;50
219;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;6227;117
220;2;2220;30/01/2014;PREMIO SECO $10 MILLONES;2100;186
221;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;296;95
222;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;5712;163
223;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;6264;23
224;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;9760;109
225;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;3371;189
226;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;9724;151
227;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;6370;80
228;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;4094;199
229;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;7864;43
230;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;5841;159
231;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;6857;112
232;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;2214;110
233;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;3817;17
234;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;2200;87
235;2;2220;30/01/2014;PREMIO SECO DE $ 5 MILLONES;9475;160
236;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;1018;131
237;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;9236;111
238;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;41;19
239;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;1017;135
240;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;1196;33
241;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;640;59
242;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;4404;177
243;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;4837;171
244;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;3990;53
245;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;7511;88
246;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;8457;146
247;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;1531;19
248;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;8324;26
249;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;9280;130
250;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;9119;113
251;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;7994;53
252;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;366;43
253;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;3908;79
254;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;3695;96
255;2;2220;30/01/2014;PREMIO SECO DE $ 3 MILLONES;4900;102
256;2;2221;6/02/2014;PREMIO MAYOR DE $2.800 MILLONES;6070;48
257;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;7420;82
258;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;1387;101
259;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;2345;173
260;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;9020;170
261;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;7529;100
262;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;1294;190
263;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;144;3
264;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;5970;37
265;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;6826;16
266;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;4294;101
267;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;2446;155
268;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;5496;135
269;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;783;40
270;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;3530;124
271;2;2221;6/02/2014;PREMIO SECO $10 MILLONES;9133;198
272;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;4437;50
273;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;6789;113
274;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;2460;80
275;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;7703;30
276;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;2293;92
277;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;1338;199
278;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;4289;96
279;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;7407;192
280;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;1036;24
281;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;713;80
282;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;185;75
283;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;6493;19
284;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;4191;143
285;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;5833;70
286;2;2221;6/02/2014;PREMIO SECO DE $ 5 MILLONES;1809;61
287;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;8105;29
288;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;7131;8
289;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;8335;73
290;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;7912;162
291;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;6012;123
292;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;9459;70
293;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;1800;28
294;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;881;159
295;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;1696;195
296;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;9673;163
297;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;8222;81
298;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;3554;162
299;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;952;117
300;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;8810;43
301;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;5091;85
302;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;427;117
303;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;1299;68
304;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;3995;50
305;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;960;63
306;2;2221;6/02/2014;PREMIO SECO DE $ 3 MILLONES;8780;19
307;2;2222;13/02/2014;PREMIO MAYOR DE $2.800 MILLONES;7620;73
308;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;5667;101
309;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;4696;21
310;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;1029;2
311;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;4934;4
312;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;8250;178
313;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;1949;198
314;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;4460;52
315;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;5795;108
316;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;8784;195
317;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;3374;37
318;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;494;105
319;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;9747;193
320;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;7510;179
321;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;9134;18
322;2;2222;13/02/2014;PREMIO SECO $10 MILLONES;3944;111
323;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;3195;116
324;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;2560;100
325;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;2780;198
326;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;1070;179
327;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;1060;127
328;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;4168;59
329;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;9109;183
330;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;1507;80
331;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;7128;25
332;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;587;188
333;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;6056;129
334;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;9814;112
335;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;6965;197
336;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;2963;133
337;2;2222;13/02/2014;PREMIO SECO DE $ 5 MILLONES;9460;189
338;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;1717;44
339;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;5739;14
340;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;8167;185
341;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;6151;94
342;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;1892;84
343;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;9508;193
344;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;608;193
345;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;4756;174
346;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;417;117
347;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;3742;171
348;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;4767;172
349;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;4216;41
350;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;2802;93
351;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;3470;107
352;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;6306;40
353;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;8863;59
354;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;4000;47
355;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;2286;81
356;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;3406;127
357;2;2222;13/02/2014;PREMIO SECO DE $ 3 MILLONES;4515;185
358;2;2223;20/02/2014;PREMIO MAYOR DE $2.800 MILLONES;878;13
